#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab),year
3293,Texas,TX,32,,,,,,Party Votes:,DEM,"3,622",,,,,,,,,,,2006
3294,Texas,TX,32,H6TX32035,,John B.,Hawley,"Hawley, John B.",,LBT,*,,,,"2,922",2.31%,,,,,22,2006
3295,Texas,TX,32,,,,,,District Votes:,,"16,832",,,,"126,652",,,,,,,2006
3296,Texas,TX,H,,,,,,House Votes:,,"1,034,949",,"5,545",,"3,540,954",,,,,,22,2006
3297,Texas,TX,15,H6TX15055,(I),Rubén,Hinojosa,"Hinojosa, Rubén",,DEM,n/a,,n/a,,"43,236",61.78%,,,,,23,2006
3298,Texas,TX,15,H4TX15076,,Paul B.,Haring,"Haring, Paul B.",,REP,n/a,,n/a,,"16,601",23.72%,,,,,23,2006
3299,Texas,TX,15,H6TX15113,,Eddie,Zamora,"Zamora, Eddie",,REP,n/a,,n/a,,"10,150",14.50%,,,,,23,2006
3300,Texas,TX,15,,,,,,District Votes:,,n/a,,n/a,,"69,987",,,,,,23,2006
3301,Texas,TX,21,H6TX21012,(I),Lamar ,Smith,"Smith, Lamar ",,REP,n/a,,n/a,,"122,486",60.11%,,,,,23,2006
3302,Texas,TX,21 ,H2TX21052,,John ,Courage,"Courage, John ",,DEM,n/a,,n/a,,"49,957",24.51%,,,,,23,2006
3303,Texas,TX,21,H6TX21186,,Gene,Kelly,"Kelly, Gene",,DEM,n/a,,n/a,,"18,355",9.01%,,,,,23,2006
3304,Texas,TX,21,H6TX21194,,Tommy,Calvert,"Calvert, Tommy",,IND,n/a,,n/a,,"5,280",2.59%,,,,,23,2006
3305,Texas,TX,21,H6TX21178,,James Arthur,Strohm,"Strohm, James Arthur",,LBT,n/a,,n/a,,"4,076",2.00%,,,,,23,2006
3306,Texas,TX,21,H6TX21202,,James Lyle,Peterson,"Peterson, James Lyle",,IND,n/a,,n/a,,"2,189",1.07%,,,,,23,2006
3307,Texas,TX,21,H6TX21160,,Mark J. ,Rossano,"Rossano, Mark J. ",,IND,n/a,,n/a,,"1,439",0.71%,,,,,23,2006
3308,Texas,TX,21,,,,,,District Votes:,,n/a,,n/a,,"203,782",,,,,,23,2006
3309,Texas,TX,23,H8TX28013,,Ciro D. ,Rodriguez,"Rodriguez, Ciro D. ",,DEM,n/a,,n/a,,"24,594",19.87%,"38,256",54.28%,,,23,2006
3310,Texas,TX,23,H2TX23058,(I),Henry ,Bonilla,"Bonilla, Henry ",,REP,n/a,,n/a,,"60,175",48.61%,"32,217",45.72%,,,23,2006
3311,Texas,TX,23,H6TX23125,,Albert,Uresti,"Uresti, Albert",,DEM,n/a,,n/a,,"14,552",11.75%,,,,,23,2006
3312,Texas,TX,23,H6TX23141,,Lukin,Gilliland,"Gilliland, Lukin",,DEM,n/a,,n/a,,"13,728",11.09%,,,,,23,2006
3313,Texas,TX,23,H6TX23174,,Craig T. ,Stephens,"Stephens, Craig T. ",,IND,n/a,,n/a,,"3,341",2.70%,,,,,23,2006
3314,Texas,TX,23,H6TX23158,,"August G. ""Augie"" ",Beltran,"Beltran, August G. ""Augie"" ",,DEM,n/a,,n/a,,"2,647",2.14%,,,,,23,2006
3315,Texas,TX,23,H6TX23109,,Rick ,Bolanos,"Bolanos, Rick ",,DEM,n/a,,n/a,,"2,564",2.07%,,,,,23,2006
3316,Texas,TX,23,H6TX23166,,Adrian,DeLeon,"DeLeon, Adrian",,DEM,n/a,,n/a,,"2,198",1.78%,,,,,23,2006
3317,Texas,TX,23,,,,,,District Votes:,,n/a,,n/a,,"123,799",,"70,473",,,,23,2006
3318,Texas,TX,25,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,DEM,n/a,,n/a,,"109,911",67.26%,,,,,23,2006
3319,Texas,TX,25,H6TX25146,,Grant,Rostig,"Rostig, Grant",,LBT,n/a,,n/a,,"42,975",26.30%,,,,,23,2006
3320,Texas,TX,25,H6TX25153,,Barbara,Cunningham,"Cunningham, Barbara",,LBT,n/a,,n/a,,"6,942",4.25%,,,,,23,2006
3321,Texas,TX,25,H6TX25161,,Brian,Parrett,"Parrett, Brian",,IND,n/a,,n/a,,"3,596",2.20%,,,,,23,2006
3322,Texas,TX,25,,,,,,District Votes:,,n/a,,n/a,,"163,424",,,,,,23,2006
3323,Texas,TX,28,H2TX23082,(I),Henry ,Cuellar,"Cuellar, Henry ",,DEM,n/a,,n/a,,"52,574",67.61%,,,,,23,2006
3324,Texas,TX,28,H6TX28058,,Frank,Enriquez,"Enriquez, Frank",,DEM,n/a,,n/a,,"15,798",20.32%,,,,,23,2006
3325,Texas,TX,28,H6TX28066,,Ron,Avery,"Avery, Ron",,CON,n/a,,n/a,,"9,383",12.07%,,,,,23,2006
3326,Texas,TX,28,,,,,,District Votes:,,n/a,,n/a,,"77,755",,,,,,23,2006
3327,Texas,TX,H,,,,,,TX Special House Votes:,,n/a,,n/a,,"638,747",,"70,473",,,,23,2006
3328,TX,TX,22*,H6TX22184,,Shelley Sekula,Gibbs,"Gibbs, Shelley Sekula",,REP,n/a,,,,"76,924",62.07%,n/a,,,,25,2006
3329,TX,TX,22*,H6TX22168,,M. Bob,Smither,"Smither, M. Bob",,LBT,n/a,,,,"23,425",18.90%,n/a,,,,25,2006
3330,TX,TX,22*,H6TX22143,,Steve,Stockman,"Stockman, Steve",,REP,n/a,,,,"13,600",10.97%,n/a,,,,25,2006
3331,TX,TX,22*,H4TX22049,,Don,Richardson,"Richardson, Don",,REP,n/a,,,,"7,405",5.98%,n/a,,,,25,2006
3332,TX,TX,22*,H6TX22218,,Giannibicego Hoa,Tran,"Tran, Giannibicego Hoa",,REP,n/a,,,,"2,568",2.07%,n/a,,,,25,2006
3333,TX,TX,22*,,,,,,District Votes:,,,,,,"123,922",,,,,,25,2006
3334,Utah,UT,S,S6UT00063,(I),Orrin G.,Hatch,"Hatch, Orrin G.",,REP,*,,,,"356,238",62.36%,,,,,26,2006
3335,Utah,UT,S,S6UT00154,,Brian E.,Jenkins,"Jenkins, Brian E.",,REP,,,,,,,,,,,26,2006
3336,Utah,UT,S,S6UT00162,,Ronald H.,Levine,"Levine, Ronald H.",,REP,,,,,,,,,,,26,2006
3337,Utah,UT,S,S6UT00170,,Michael T.,Ridgway,"Ridgway, Michael T.",,REP,,,,,,,,,,,26,2006
3338,Utah,UT,S,S6UT00139,,Pete,Ashdown,"Ashdown, Pete",,DEM,*,,,,"177,459",31.06%,,,,,26,2006
3339,Utah,UT,S,S6UT00188,,Scott N.,Bradley,"Bradley, Scott N.",,CON,*,,,,"21,526",3.77%,,,,,26,2006
3340,Utah,UT,S,S6UT00212,,Roger I.,Price,"Price, Roger I.",,PCH,*,,,,"9,089",1.59%,,,,,26,2006
3341,Utah,UT,S,S4UT00167,,Joseph,Labonte,"Labonte, Joseph",,PCH,,,,,,,,,,,26,2006
3342,Utah,UT,S,S6UT00204,,Dave Starr,Seely,"Seely, Dave Starr",,LBT,*,,,,"4,428",0.78%,,,,,26,2006
3343,Utah,UT,S,S6UT00196,,Julian,Hatch,"Hatch, Julian",,DGR,*,,,,"2,512",0.44%,,,,,26,2006
3344,Utah,UT,S,,,,,,Senate Votes:,,,,,,"571,252",,,,,,26,2006
3345,Utah,UT,01,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,REP,*,,,,"112,546",63.06%,,,,,26,2006
3346,Utah,UT,01,H6UT01095,,Steven ,Olsen,"Olsen, Steven ",,DEM,*,,,,"57,922",32.45%,,,,,26,2006
3347,Utah,UT,01,H6UT01103,,Mark,Hudson,"Hudson, Mark",,CON,*,,,,"5,539",3.10%,,,,,26,2006
3348,Utah,UT,01,H6UT01111,,Lynn,Badler,"Badler, Lynn",,LBT,*,,,,"2,467",1.38%,,,,,26,2006
3349,Utah,UT,01,,,,,,District Votes:,,,,,,"178,474",,,,,,26,2006
3350,Utah,UT,02,H0UT02096,(I),Jim,Matheson,"Matheson, Jim",,DEM,*,,,,"133,231",59.00%,,,,,26,2006
3351,Utah,UT,02,H6UT02333,,LaVar,Christensen,"Christensen, LaVar",,REP,*,,,,"84,234",37.30%,,,,,26,2006
3352,Utah,UT,02,H6UT02341,,Kris,Lounsbury,"Lounsbury, Kris",,REP,,,,,,,,,,,26,2006
3353,Utah,UT,02,H6UT02325,,Joe,Tucker,"Tucker, Joe",,REP,,,,,,,,,,,26,2006
3354,Utah,UT,02,H6UT02358,,W. David,Perry,"Perry, W. David",,CON,*,,,,"3,395",1.50%,,,,,26,2006
3355,Utah,UT,02,H6UT02366,,Bob,Brister,"Brister, Bob",,GPU,n/a,,,,"3,338",1.48%,,,,,26,2006
3356,Utah,UT,02,H6UT02374,,Austin Sherwood,Lett,"Lett, Austin Sherwood",,LBT,*,,,,"1,620",0.72%,,,,,26,2006
3357,Utah,UT,02,,,,,,District Votes:,,,,,,"225,818",,,,,,26,2006
3358,Utah,UT,03,H6UT03042,(I),Chris ,Cannon,"Cannon, Chris ",,REP*,"32,881",55.71%,,,"95,455",57.71%,,,,,26,2006
3359,Utah,UT,03,H4UT02106,,Merrill,Cook,"Cook, Merrill",,REP,,,,,,,,,,,26,2006
3360,Utah,UT,03,H6UT03109,,John D.,Jacob,"Jacob, John D.",,REP*,"26,143",44.29%,,,,,,,,,26,2006
3361,Utah,UT,03,,,,,,Party Votes:,REP,"59,024",,,,,,,,,,26,2006
3362,Utah,UT,03,H6UT03117,,Christian,Burridge,"Burridge, Christian",,DEM,*,,,,"53,330",32.24%,,,,,26,2006
3363,Utah,UT,03,H6UT03141,,Jim,Noorlander,"Noorlander, Jim",,CON,*,,,,"14,533",8.79%,,,,,26,2006
3364,Utah,UT,03,H6UT03158,,Philip Lear,Hallman,"Hallman, Philip Lear",,LBT,*,,,,"2,080",1.26%,,,,,26,2006
3365,Utah,UT,03,,,,,,District Votes:,,"59,024",,,,"165,398",,,,,,26,2006
3366,Utah,UT,H,,,,,,House Votes:,,"59,024",,,,"569,690",,,,,,26,2006
3367,Vermont,VT,S,S4VT00033,,Bernard,Sanders,"Sanders, Bernard",,IND,,,,,"171,638",65.41%,,,,,,2006
3368,Vermont,VT,S,S6VT00103,,Rich,Tarrant,"Tarrant, Rich",,REP,"22,008",61.84%,,,"84,924",32.36%,,,,,,2006
3369,Vermont,VT,S,S6VT00111,,Greg,Parke,"Parke, Greg",,REP,"10,479",29.44%,,,,,,,,,,2006
3370,Vermont,VT,S,S4VT00132,,Cris,Ericson,"Ericson, Cris",,REP/IND,"1,722",4.84%,,,"1,735",0.66%,,,,,,2006
3371,Vermont,VT,S,,,,Scattered,Scattered,,W(REP),"1,382",3.88%,,,,,,,,,,2006
3372,Vermont,VT,S,,,,,,Party Votes:,REP,"35,591",,,,,,,,,,,2006
3373,Vermont,VT,S,S6VT00152,,Pete,Diamondstone,"Diamondstone, Pete",,LU,160,94.67%,,,801,0.31%,,,,,,2006
3374,Vermont,VT,S,,,,Scattered,Scattered,,W(LU),9,5.33%,,,,,,,,,,2006
3375,Vermont,VT,S,,,,,,Party Votes:,LU,169,,,,,,,,,,,2006
3376,Vermont,VT,S,S4VT00108,,Craig,Hill,"Hill, Craig",,VGR,,,,,"1,536",0.59%,,,,,,2006
3377,Vermont,VT,S,S4VT00124,,Peter ,Moss,"Moss, Peter",,ABC,,,,,"1,518",0.58%,,,,,,2006
3378,Vermont,VT,S,,,,Scattered,Scattered,,W,,,,,267,0.10%,,,,,,2006
3379,Vermont,VT,S,S4VT00033,,Bernard,Sanders,"Sanders, Bernard",,DEM,"35,954",94.15%,,,,,,,,,,2006
3380,Vermont,VT,S,S6VT00145,,Louis W.,Thabault,"Thabault, Louis W.",,DEM,585,1.53%,,,,,,,,,,2006
3381,Vermont,VT,S,S4VT00108,,Craig,Hill,"Hill, Craig",,DEM,504,1.32%,,,,,,,,,,2006
3382,Vermont,VT,S,S6VT00137,,Larry,Drown,"Drown, Larry",,DEM,403,1.06%,,,,,,,,,,2006
3383,Vermont,VT,S,S4VT00124,,Peter D.,Moss,"Moss, Peter D.",,DEM,385,1.01%,,,,,,,,,,2006
3384,Vermont,VT,S,,,,Scattered,Scattered,,W(DEM),355,0.93%,,,,,,,,,,2006
3385,Vermont,VT,S,,,,,,Party Votes:,DEM,"38,186",,,,,,,,,,,2006
3386,Vermont,VT,S,,,,Scattered,Scattered,,W(PRO),172,100.00%,,,,,,,,,,2006
3387,Vermont,VT,S,,,,,,Party Votes:,PRO,172,,,,,,,,,,,2006
3388,Vermont,VT,S,,,,,,Senate Votes:,,"74,118",,,,"262,419",,,,,,,2006
3389,Vermont,VT,00,H6VT00160,,Peter,Welch,"Welch, Peter",,DEM,"34,706",97.11%,,,"139,815",53.22%,,,,,,2006
3390,Vermont,VT,00,,,,Scattered,Scattered,,W(DEM),"1,033",2.89%,,,,,,,,,,2006
3391,Vermont,VT,00,,,,,,Party Votes:,DEM,"35,739",,,,,,,,,,,2006
3392,Vermont,VT,00,H6VT00178,,Martha,Rainville,"Rainville, Martha",,REP,"26,199",71.31%,,,"117,023",44.54%,,,,,,2006
3393,Vermont,VT,00,H6VT00194,,Mark,Shepard,"Shepard, Mark",,REP,"10,285",27.99%,,,,,,,,,,2006
3394,Vermont,VT,00,,,,Scattered,Scattered,,W(REP),258,0.70%,,,,,,,,,,2006
3395,Vermont,VT,00,,,,,,Party Votes:,REP,"36,742",,,,,,,,,,,2006
3396,Vermont,VT,00,H2VT00094,,Jane,Newton,"Newton, Jane",,LU,84,91.30%,,,721,0.27%,,,,,,2006
3397,Vermont,VT,00,,,,Scattered,Scattered,,W(LU),8,8.70%,,,,,,,,,,2006
3398,Vermont,VT,00,,,,,,Party Votes:,LU,92,,,,,,,,,,,2006
3399,Vermont,VT,00,,,,Scattered,Scattered,,W(PRO),142,100.00%,,,,,,,,,,2006
3400,Vermont,VT,00,,,,,,Party Votes:,PRO,142,,,,,,,,,,,2006
3401,Vermont,VT,00,H6VT00202,,Dennis,Morrisseau,"Morrisseau, Dennis",,IBN,,,,,"1,390",0.53%,,,,,,2006
3402,Vermont,VT,00,H6VT00228,,Jerry,Trudell,"Trudell, Jerry",,IND,,,,,"1,013",0.39%,,,,,,2006
3403,Vermont,VT,00,H6VT00236,,Bruce R. ,Marshall,"Marshall, Bruce R.",,VGR,,,,,994,0.38%,,,,,,2006
3404,Vermont,VT,00,H6VT00210,,Keith,Stern,"Stern, Keith",,IND,,,,,963,0.37%,,,,,,2006
3405,Vermont,VT,00,H6VT00244,,Chris,Karr,"Karr, Chris",,WTP,,,,,599,0.23%,,,,,,2006
3406,Vermont,VT,00,,,,Scattered,Scattered,,W,,,,,208,0.08%,,,,,,2006
3407,Vermont,VT,00,,,,,,District Votes:,,"72,715",,,,"262,726",,,,,,,2006
3408,Vermont,VT,00,,,,,,House Votes:,,"72,715",,,,"262,726",,,,,,,2006
3409,Virginia,VA,S,S6VA00127,,"James H. ""Jim,"" Jr.",Webb,"Webb, James H. ""Jim,"" Jr.",,DEM,"83,298",53.47%,,,"1,175,606",49.59%,,,,,27,2006
3410,Virginia,VA,S,S6VA00119,,Harris N.,Miller,"Miller, Harris N.",,DEM,"72,486",46.53%,,,,,,,,,27,2006
3411,Virginia,VA,S,,,,,,Party Votes:,DEM,"155,784",,,,,,,,,,27,2006
3412,Virginia,VA,S,S8VA00214,(I),George F.,Allen,"Allen, George F.",,REP,Unopposed,,,,"1,166,277",49.20%,,,,,27,2006
3413,Virginia,VA,S,S6VA00135,,Glenda Gail,Parker,"Parker, Glenda Gail",,IGR,,,,,"26,102",1.10%,,,,,,2006
3414,Virginia,VA,S,,,,Scattered,Scattered,,W,,,,,"2,460",0.10%,,,,,,2006
3415,Virginia,VA,S,,,,,,Senate Votes:,,"155,784",,,,"2,370,445",,,,,,27,2006
3416,Virginia,VA,01,H0VA01052,(I),Jo Ann S.,Davis,"Davis, Jo Ann S.",,REP,Unopposed,,,,"143,889",62.96%,,,,,27,2006
3417,Virginia,VA,01,H6VA01141,,Shawn,O'Donnell,"O'Donnell, Shawn",,DEM,*,,,,"81,083",35.48%,,,,,27,2006
3418,Virginia,VA,01,H6VA01158,,Lorenzo,Grant,"Grant, Lorenzo",,DEM,,,,,,,,,,,27,2006
3419,Virginia,VA,01,H6VA01166,,"Marvin F., III",Pixton,"Pixton, Marvin F., III",,IND,,,,,"3,236",1.42%,,,,,,2006
3420,Virginia,VA,01,,,,Scattered,Scattered,,W,,,,,326,0.14%,,,,,,2006
3421,Virginia,VA,01,,,,,,District Votes:,,,,,,"228,534",,,,,,27,2006
3422,Virginia,VA,02,H4VA02037,(I),Thelma D.,Drake,"Drake, Thelma D.",,REP,Unopposed,,,,"88,777",51.27%,,,,,27,2006
3423,Virginia,VA,02,H6VA02099,,Philip J.,Kellam,"Kellam, Philip J.",,DEM,Unopposed,,,,"83,901",48.45%,,,,,27,2006
3424,Virginia,VA,02,,,,Scattered,Scattered,,W,,,,,481,0.28%,,,,,,2006
3425,Virginia,VA,02,,,,,,District Votes:,,,,,,"173,159",,,,,,27,2006
3426,Virginia,VA,03,H6VA01117,(I),Bobby,Scott,"Scott, Bobby",,DEM,*,,,,"133,546",96.08%,,,,,27,2006
3427,Virginia,VA,03,,,,Scattered,Scattered,,W,,,,,"5,448",3.92%,,,,,,2006
3428,Virginia,VA,03,,,,,,District Votes:,,,,,,"138,994",,,,,,27,2006
3429,Virginia,VA,04,H2VA04052,(I),J. Randy,Forbes,"Forbes, J. Randy",,REP,Unopposed,,,,"150,967",76.12%,,,,,27,2006
3430,Virginia,VA,04,H6VA04053,,"Albert P., Jr.",Burckard,"Burckard, Albert P., Jr.",,IGR,,,,,"46,487",23.44%,,,,,,2006
3431,Virginia,VA,04,,,,Scattered,Scattered,,W,,,,,886,0.45%,,,,,,2006
3432,Virginia,VA,04,,,,,,District Votes:,,,,,,"198,340",,,,,,27,2006
3433,Virginia,VA,05,H6VA05068,(I),"Virgil H., Jr.",Goode,"Goode, Virgil H., Jr.",,REP,Unopposed,,,,"125,370",59.11%,,,,,27,2006
3434,Virginia,VA,05,H4VA05022,,Al,Weed,"Weed, Al",,DEM,*,,,,"84,682",39.93%,,,,,27,2006
3435,Virginia,VA,05,H6VA05092,,Bern,Ewert,"Ewert, Bern",,DEM,,,,,,,,,,,27,2006
3436,Virginia,VA,05,H4VA11053,,Joseph P.,Oddo,"Oddo, Joseph P.",,IGR,,,,,"1,928",0.91%,,,,,,2006
3437,Virginia,VA,05,,,,Scattered,Scattered,,W,,,,,99,0.05%,,,,,,2006
3438,Virginia,VA,05,,,,,,District Votes:,,,,,,"212,079",,,,,,27,2006
3439,Virginia,VA,06,H2VA06115,(I),"R. W. ""Bob""",Goodlatte,"Goodlatte, R. W. ""Bob""",,REP,Unopposed,,,,"153,187",75.09%,,,,,27,2006
3440,Virginia,VA,06,H6VA06124,,Barbara Jean,Pryor,"Pryor, Barbara Jean",,IND,,,,,"25,129",12.32%,,,,,,2006
3441,Virginia,VA,06,H6VA06116,,Andre D.,Peery,"Peery, Andre D.",,IND,,,,,"24,731",12.12%,,,,,,2006
3442,Virginia,VA,06,,,,Scattered,Scattered,,W,,,,,948,0.46%,,,,,,2006
3443,Virginia,VA,06,,,,,,District Votes:,,,,,,"203,995",,,,,,27,2006
3444,Virginia,VA,07,H0VA07042,(I),Eric I.,Cantor,"Cantor, Eric I.",,REP,Unopposed,,,,"163,706",63.85%,,,,,27,2006
3445,Virginia,VA,07,H6VA07106,,Jim,Nachman,"Nachman, Jim",,DEM,*,,,,"88,206",34.40%,,,,,"27, 28",2006
3446,Virginia,VA,07,H4VA07119,,W. Brad,Blanton,"Blanton, W. Brad",,IND,,,,,"4,213",1.64%,,,,,,2006
3447,Virginia,VA,07,,,,Scattered,Scattered,,W,,,,,272,0.11%,,,,,,2006
3448,Virginia,VA,07,,,,,,District Votes:,,,,,,"256,397",,,,,,27,2006
3449,Virginia,VA,08,H0VA08040,(I),"James P., Jr.",Moran,"Moran, James P., Jr.",,DEM,Unopposed,,,,"144,700",66.40%,,,,,27,2006
3450,Virginia,VA,08,H6VA08203,,Tom M.,O'Donoghue,"O'Donoghue, Tom M.",,REP,"3,064",69.49%,,,"66,639",30.58%,,,,,27,2006
3451,Virginia,VA,08,H6VA08211,,Mark W.,Ellmore,"Ellmore, Mark W.",,REP,"1,345",30.51%,,,,,,,,,27,2006
3452,Virginia,VA,08,,,,,,Party Votes:,REP,"4,409",,,,,,,,,,27,2006
3453,Virginia,VA,08,H4VA08174,,"James T. ""Jim""",Hurysz,"Hurysz, James T. ""Jim""",,IND,,,,,"6,094",2.80%,,,,,,2006
3454,Virginia,VA,08,,,,Scattered,Scattered,,W,,,,,476,0.22%,,,,,,2006
3455,Virginia,VA,08,,,,,,District Votes:,,"4,409",,,,"217,909",,,,,,27,2006
3456,Virginia,VA,09,H2VA09010,(I),Rick,Boucher,"Boucher, Rick",,DEM,*,,,,"129,705",67.76%,,,,,27,2006
3457,Virginia,VA,09,H6VA09052,,Bill,Carrico,"Carrico, Bill",,REP,*,,,,"61,574",32.17%,,,,,27,2006
3458,Virginia,VA,09,,,,Scattered,Scattered,,W,,,,,136,0.07%,,,,,,2006
3459,Virginia,VA,09,,,,,,District Votes:,,,,,,"191,415",,,,,,27,2006
3460,Virginia,VA,10,H6VA10050,(I),Frank R.,Wolf,"Wolf, Frank R.",,REP,Unopposed,,,,"138,213",57.32%,,,,,27,2006
3461,Virginia,VA,10,H6VA10183,,Judy M.,Feder,"Feder, Judy M.",,DEM,Unopposed,,,,"98,769",40.96%,,,,,27,2006
3462,Virginia,VA,10,H6VA10175,,"Wilbur N., III",Wood,"Wood, Wilbur N., III",,LBT,,,,,"2,107",0.87%,,,,,,2006
3463,Virginia,VA,10,H6VA10191,,Neeraj C.,Nigam,"Nigam, Neeraj C.",,IND,,,,,"1,851",0.77%,,,,,,2006
3464,Virginia,VA,10,,,,Scattered,Scattered,,W,,,,,194,0.08%,,,,,,2006
3465,Virginia,VA,10,,,,,,District Votes:,,,,,,"241,134",,,,,,27,2006
3466,Virginia,VA,11,H4VA11020,(I),"Thomas M., III",Davis,"Davis, Thomas M., III",,REP,Unopposed,,,,"130,468",55.45%,,,,,27,2006
3467,Virginia,VA,11,H6VA11033,,Andrew L.,Hurst,"Hurst, Andrew L.",,DEM,"10,831",55.12%,,,"102,511",43.57%,,,,,27,2006
3468,Virginia,VA,11,H4VA00023,,Ken,Longmyer,"Longmyer, Ken",,DEM,"8,818",44.88%,,,,,,,,,27,2006
3469,Virginia,VA,11,,,,,,Party Votes:,DEM,"19,649",,,,,,,,,,27,2006
3470,Virginia,VA,11,H6VA11041,,Ferdinando C.,Greco,"Greco, Ferdinando C.",,IGR,,,,,"2,042",0.87%,,,,,,2006
3471,Virginia,VA,11,,,,Scattered,Scattered,,W,,,,,259,0.11%,,,,,,2006
3472,Virginia,VA,11,,,,,,District Votes:,,"19,649",,,,"235,280",,,,,,27,2006
3473,Virginia,VA,H,,,,,,House Votes:,,"24,058",,,,"2,297,236",,,,,,27,2006
3474,Virgin Islands,VI,00,H4VI00054,(I),Donna M.,Christensen,"Christensen, Donna M.",,DEM,Unopposed,,,,"19,593",63.60%,,,,,29,2006
3475,Virgin Islands,VI,00,H4VI00120,,Warren B.,Mosler,"Mosler, Warren B.",,IND,,,,,"11,201",36.36%,,,,,29,2006
3476,Virgin Islands,VI,00,H4VI00104,,"Basil, Jr.",Ottley,"Ottley, Basil, Jr.",,W,,,,,3,0.01%,,,,,29,2006
3477,Virgin Islands,VI,00,H4VI00054,,Donna M.,Christensen,"Christensen, Donna M.",,W,,,,,1,0.00%,,,,,29,2006
3478,Virgin Islands,VI,00,,,Mr. David,Covack,"Covack, Mr. David",,W,,,,,1,0.00%,,,,,29,2006
3479,Virgin Islands,VI,00,,,Carmen,Felix,"Felix, Carmen",,W,,,,,1,0.00%,,,,,29,2006
3480,Virgin Islands,VI,00,,,John,Jones,"Jones, John",,W,,,,,1,0.00%,,,,,29,2006
3481,Virgin Islands,VI,00,,,Mickey M.,Mouse,"Mouse, Mickey M.",,W,,,,,1,0.00%,,,,,29,2006
3482,Virgin Islands,VI,00,,,,Neither,Neither,,W,,,,,1,0.00%,,,,,29,2006
3483,Virgin Islands,VI,00,,,Holland,Redfield,"Redfield, Holland",,W,,,,,1,0.00%,,,,,29,2006
3484,Virgin Islands,VI,00,,,Coreen D.,Rhymer,"Rhymer, Coreen D.",,W,,,,,1,0.00%,,,,,29,2006
3485,Virgin Islands,VI,00,,,,,,District Votes:,,,,,,"30,805",,,,,,29,2006
3486,Virgin Islands,VI,00,,,,,,House Votes:,,,,,,"30,805",,,,,,29,2006
3487,Washington,WA,S,S8WA00194,(I),Maria ,Cantwell,"Cantwell, Maria ",,DEM,"568,935",90.76%,,,"1,184,659",56.85%,,,,,,2006
3488,Washington,WA,S,S6WA00263,,Hong,Tran,"Tran, Hong",,DEM,"33,097",5.28%,,,,,,,,,,2006
3489,Washington,WA,S,S4WA00425,,Mike the,Mover,"Mover, Mike the",,DEM,"11,213",1.79%,,,,,,,,,,2006
3490,Washington,WA,S,S6WA00297,,Michael Goodspaceguy,Nelson,"Nelson, Michael Goodspaceguy",,DEM,"9,389",1.50%,,,,,,,,,,2006
3491,Washington,WA,S,S4WA00474,,Mohammad H.,Said,"Said, Mohammad H.",,DEM,"4,214",0.67%,,,,,,,,,,2006
3492,Washington,WA,S,,,,,,Party Votes:,DEM,"626,848",,,,,,,,,,,2006
3493,Washington,WA,S,S6WA00248,,Mike,McGavick,"McGavick, Mike",,REP,"395,614",85.89%,,,"832,106",39.93%,,,,,,2006
3494,Washington,WA,S,S4WA00482,,Brad,Klippert,"Klippert, Brad",,REP,"32,073",6.96%,,,,,,,,,,2006
3495,Washington,WA,S,S6WA00115,,Warren E. ,Hanson,"Hanson, Warren E. ",,REP,"17,756",3.85%,,,,,,,,,,2006
3496,Washington,WA,S,S6WA00305,,B. Barry,Massoudi,"Massoudi, B. Barry",,REP,"6,370",1.38%,,,,,,,,,,2006
3497,Washington,WA,S,S6WA00313,,Gordon Allen ,Pross,"Pross, Gordon Allen ",,REP,"5,165",1.12%,,,,,,,,,,2006
3498,Washington,WA,S,S4WA00466,,William Edward,Chovil,"Chovil, William Edward",,REP,"3,642",0.79%,,,,,,,,,,2006
3499,Washington,WA,S,,,,,,Party Votes:,REP,"460,620",,,,,,,,,,,2006
3500,Washington,WA,S,S6WA00271,,Bruce,Guthrie,"Guthrie, Bruce",,LBT,,,,,"29,331",1.41%,,,,,,2006
3501,Washington,WA,S,S6WA00255,,Aaron,Dixon,"Dixon, Aaron",,GRE,,,,,"21,254",1.02%,,,,,,2006
3502,Washington,WA,S,S6WA00289,,Robin ,Adair,"Adair, Robin ",,IND,,,,,"16,384",0.79%,,,,,,2006
3503,Washington,WA,S,,,,,,Senate Votes:,,"2,174,936",,,,"2,083,734",,,,,,,2006
3504,Washington,WA,01,H2WA04090,(I),Jay,Inslee,"Inslee, Jay",,DEM,"75,644",100.00%,,,"163,832",67.72%,,,,,,2006
3505,Washington,WA,01,,,,,,Party Votes:,DEM,"75,644",,,,,,,,,,,2006
3506,Washington,WA,01,H6WA01162,,Larry W.,Ishmael,"Ishmael, Larry W.",,REP,"39,592",100.00%,,,"78,105",32.28%,,,,,,2006
3507,Washington,WA,01,,,,,,Party Votes:,REP,"39,592",,,,,,,,,,,2006
