state_abbreviation,district,fec_id,incumbent,party,primary_votes,runoff_votes,general_votes,ge_runoff_election_votes,ge_winner_indicator,year,blank,total_votes
MA,8,,,,39830,,346811,,,2012,,386641
MA,,,,,,,,,,2012,,0
MA,9,H0MA10082,(I),D,31366,,212754,,W,2012,,244120
MA,9,H2MA09171,,D,21675,,,,,2012,,21675
MA,9,,,W(D),47,,,,,2012,,47
MA,9,,,D,53088,,,,,2012,,53088
MA,9,H2MA09189,,R,11046,,116531,,,2012,,127577
MA,9,H2MA09213,,R,10697,,,,,2012,,10697
MA,9,,,R,21837,,,,,2012,,21837
MA,9,H2MA09205,,IND,,,32655,,,2012,,32655
MA,9,,,W(GR),25,,,,,2012,,25
MA,9,,,GR,25,,,,,2012,,25
MA,9,,,,74950,,362405,,,2012,,437355
MA,,,,,,,,,,2012,,0
MA,H,,,,440449,,2891434,,,2012,,3331883
MA,,,,,,,,,,2012,,0
MA,S,S2MA00170,,D,308979,,1696346,,W,2012,,2005325
MA,S,,,W(D),7638,,,,,2012,,7638
MA,S,,,D,316617,,,,,2012,,316617
MA,S,S0MA00109,(I),R,133860,,1458048,,,2012,,1591908
MA,S,,,R,134593,,,,,2012,,134593
MA,S,,,W(GR),333,,,,,2012,,333
MA,S,,,GR,333,,,,,2012,,333
MI,1,H0MI01088,(I),R,64411,,167060,,W,2012,,231471
MI,1,,,R,64411,,,,,2012,,64411
MI,1,H0MI01153,,D,36339,,165179,,,2012,,201518
MI,1,,,D,36339,,,,,2012,,36339
MI,1,H2MI01126,,LIB,,,10630,,,2012,,10630
MI,1,H0MI01187,,GRE,,,4168,,,2012,,4168
MI,1,,,,100750,,347037,,,2012,,447787
MI,,,,,,,,,,2012,,0
MI,2,H0MI02094,(I),R,58170,,194653,,W,2012,,252823
MI,2,,,R,58170,,,,,2012,,58170
MI,2,H2MI02132,,W(D)/D,1813,,108973,,,2012,,110786
MI,2,,,D,1813,,,,,2012,,1813
MI,2,H2MI02140,,LIB,,,8750,,,2012,,8750
MI,2,H0MI02086,,UST,,,3176,,,2012,,3176
MI,2,H8MI12096,,GRE,,,2715,,,2012,,2715
MI,2,,,,59983,,318267,,,2012,,378250
MI,,,,,,,,,,2012,,0
MI,3,H0MI03126,(I),R,51113,,171675,,W,2012,,222788
MI,3,,,W/W,16,,2,,,2012,,18
MI,3,,,R,51129,,,,,2012,,51129
MI,3,H2MI03148,,D,13414,,144108,,,2012,,157522
MI,3,H2MI03130,,D,9321,,,,,2012,,9321
MI,3,,,D,22735,,,,,2012,,22735
MI,3,H2MI03155,,LIB,,,10498,,,2012,,10498
MI,3,,,,73864,,326283,,,2012,,400147
MI,,,,,,,,,,2012,,0
MI,4,H0MI10071,(I),R,67028,,197386,,W,2012,,264414
MI,4,,,R,67028,,,,,2012,,67028
MI,4,H2MI04237,,D,20519,,104996,,,2012,,125515
MI,4,,,D,20519,,,,,2012,,20519
MI,4,H2MI04245,,LIB,,,4285,,,2012,,4285
MI,4,H8MI08086,,UST,,,3506,,,2012,,3506
MI,4,H2MI04252,,GRE,,,2776,,,2012,,2776
MI,4,,,,87547,,312949,,,2012,,400496
MI,,,,,,,,,,2012,,0
MI,5,H2MI05119,,D,51840,,214531,,W,2012,,266371
MI,5,,,D,51840,,,,,2012,,51840
MI,5,H2MI05127,,R,16951,,103931,,,2012,,120882
MI,5,H2MI05135,,R,9583,,,,,2012,,9583
MI,5,,,R,26534,,,,,2012,,26534
MI,5,H2MI05150,,NPA,,,6694,,,2012,,6694
MI,5,H2MI05143,,LIB,,,4990,,,2012,,4990
MI,5,,,,78374,,330146,,,2012,,408520
MI,,,,,,,,,,2012,,0
MI,6,H6MI04113,(I),R,45919,,174955,,W,2012,,220874
MI,6,H0MI06103,,R,23072,,,,,2012,,23072
MI,6,,,R,68991,,,,,2012,,68991
MI,6,H2MI06075,,D,14224,,136563,,,2012,,150787
MI,6,,,D,14224,,,,,2012,,14224
MI,6,H2MI06083,,LIB,,,6366,,,2012,,6366
MI,6,H2MI06091,,UST,,,2591,,,2012,,2591
MI,6,,,,83215,,320475,,,2012,,403690
MI,,,,,,,,,,2012,,0
MI,7,H4MI07103,(I),R,45592,,169668,,W,2012,,215260
MI,7,H0MI07093,,R,14386,,,,,2012,,14386
MI,7,,,R,59978,,,,,2012,,59978
MI,7,H2MI07099,,D,18812,,136849,,,2012,,155661
MI,7,H2MI07107,,D,9371,,,,,2012,,9371
MI,7,,,D,28183,,,,,2012,,28183
MI,7,H2MI07073,,LIB,,,8088,,,2012,,8088
MI,7,H0MI07119,,GRE,,,3464,,,2012,,3464
MI,7,,,,88161,,318069,,,2012,,406230
MI,,,,,,,,,,2012,,0
MI,8,H0MI08042,(I),R,56208,,202217,,W,2012,,258425
MI,8,H2MI08105,,R,6098,,,,,2012,,6098
MI,8,H2MI08121,,R,3257,,,,,2012,,3257
MI,8,,,R,65563,,,,,2012,,65563
MI,8,H0MI08091,,D,29322,,128657,,,2012,,157979
MI,8,,,D,29322,,,,,2012,,29322
MI,8,H2MI08147,,LIB,,,8083,,,2012,,8083
MI,8,H2MI08139,,NPA,,,6097,,,2012,,6097
MI,8,,,,94885,,345054,,,2012,,439939
MI,,,,,,,,,,2012,,0
MI,9,H2MI17023,(I),D,55198,,208846,,W,2012,,264044
MI,9,,,D,55198,,,,,2012,,55198
MI,9,H0MI12127,,R,24521,,114760,,,2012,,139281
MI,9,H2MI09145,,R,15283,,,,,2012,,15283
MI,9,,,R,39804,,,,,2012,,39804
MI,9,H2MI09137,,LIB,,,6100,,,2012,,6100
MI,9,H0MI12135,,GRE,,,4708,,,2012,,4708
MI,9,H6MI12231,,UST,,,2902,,,2012,,2902
MI,9,,,,95002,,337316,,,2012,,432318
MI,,,,,,,,,,2012,,0
MI,10,H6MI12181,(I),R,68063,,226075,,W,2012,,294138
MI,10,,,R,68063,,,,,2012,,68063
MI,10,H2MI10101,,D,13480,,97734,,,2012,,111214
MI,10,H2MI10093,,D,9705,,,,,2012,,9705
MI,10,,,D,23185,,,,,2012,,23185
MI,10,H0MI08109,,LIB,,,4803,,,2012,,4803
MI,10,,,,91248,,328612,,,2012,,419860
MI,,,,,,,,,,2012,,0
MI,11 -,H2MI11133,,R,42470,,181788,,W,2012,,224258
MI,11 -,,,R,64081,,,,,2012,,64081
MI,11 -,H2MI11117,,D,21953,,158879,,,2012,,180832
MI,11 -,H2MI11141,,D,15338,,,,,2012,,15338
MI,11 -,,,D,37291,,,,,2012,,37291
MI,11 -,H8MI11247,,LIB,,,9637,,,2012,,9637
MI,11 -,H2MI11208,,GRE,,,4569,,,2012,,4569
MI,11 -,H2MI11216,,NLP,,,3251,,,2012,,3251
MI,11,,,,101372,,358139,,,2012,,459511
MI,,,,,,,,,,2012,,0
MI,11 -,H2MI11190,,D,11450,,159258,,W,2012,,170708
MI,11 -,,,D,11450,,,,,2012,,11450
MI,11 -,H2MI11133,,R,10280,,151736,,,2012,,162016
MI,11 -,H2MI11158,,R,8803,,,,,2012,,8803
MI,11 -,H2MI11174,,R,2653,,,,,2012,,2653
MI,11 -,H2MI11182,,R,1715,,,,,2012,,1715
MI,11 -,H2MI11166,,R,1208,,,,,2012,,1208
MI,11 -,,,R,24659,,,,,2012,,24659
MI,11 -,H8MI11247,,LIB,,,11606,,,2012,,11606
MI,11 -,H0MI14214,,UST,,,6529,,,2012,,6529
MI,11 -,,,,36109,,329137,,,2012,,365246
MI,,,,,,,,,,2012,,0
MI,12,H6MI16034,(I),D,41116,,216884,,W,2012,,258000
MI,12,H2MI12149,,D,11226,,,,,2012,,11226
MI,12,,,D,52342,,,,,2012,,52342
MI,12,H2MI12156,,R,12028,,92472,,,2012,,104500
MI,12,H2MI12131,,R,11670,,,,,2012,,11670
MI,12,,,R,23708,,,,,2012,,23708
MI,12,H8MI14092,,LIB,,,9867,,,2012,,9867
MI,12,,,,76050,,319223,,,2012,,395273
MI,,,,,,,,,,2012,,0
MI,13,H6MI01028,(I),D,38371,,235336,,W,2012,,273707
MI,13,H2MI13121,,D,12586,,,,,2012,,12586
MI,13,H2MI13154,,D,8708,,,,,2012,,8708
MI,13,H2MI13113,,D,6928,,,,,2012,,6928
MI,13,H2MI13147,,D,2664,,,,,2012,,2664
MI,13,,,D,69257,,,,,2012,,69257
MI,13,H2MI13162,,R,8462,,38769,,,2012,,47231
MI,13,,,R,8462,,,,,2012,,8462
MI,13,H2MI13170,,LIB,,,6076,,,2012,,6076
MI,13,H2MI13188,,UST,,,4089,,,2012,,4089
MI,13,,,,77719,,284270,,,2012,,361989
MI,,,,,,,,,,2012,,0
MI,14,H8MI09068,(I),D,41230,,270450,,W,2012,,311680
MI,14,H0MI13398,(I),D,30847,,,,,2012,,30847
MI,14,H2MI14111,,D,11644,,,,,2012,,11644
MI,14,H8MI13185,,D,2919,,,,,2012,,2919
MI,14,H2MI14129,,D,1027,,,,,2012,,1027
MI,14,,,D,87667,,,,,2012,,87667
MI,14,H0MI13414,,R,17691,,51395,,,2012,,69086
MI,14,,,R,17691,,,,,2012,,17691
MI,14,H8MI05108,,LIB,,,3968,,,2012,,3968
MI,14,H8MI09084,,GRE,,,2979,,,2012,,2979
MI,14,,,,105358,,328792,,,2012,,434150
MI,,,,,,,,,,2012,,0
MI,H,,,,1249637,,4903769,,,2012,,6153406
MI,,,,,,,,,,2012,,0
MI,S,S8MI00281,(I),D,555719,,2735826,,W,2012,,3291545
MI,S,,,D,555719,,,,,2012,,555719
MI,S,S2MI00193,,R,398873,,1767386,,,2012,,2166259
MI,S,S0MI00056,,R,246685,,,,,2012,,246685
MI,S,S2MI00177,,R,48761,,,,,2012,,48761
MI,S,S2MI00219,,R,40600,,,,,2012,,40600
MI,S,,,R,734919,,,,,2012,,734919
MI,S,S8MI00315,,LIB,,,84480,,,2012,,84480
MI,S,S8MI00331,,GRE,,,27890,,,2012,,27890
MI,S,S2MI00243,,UST,,,26038,,,2012,,26038
MI,S,S2MI00235,,NLP,,,11229,,,2012,,11229
MI,S,,,,1290638,,4652918,,,2012,,5943556
,,,,,,,,,,2012,,0
MN,,,,,,,,,,2012,,0
MN,1,H6MN01174,(I),DFL,15697,,193211,,W,2012,,208908
MN,1,,,DFL,15697,,,,,2012,,15697
MN,1,H0MN01037,,R,12540,,142164,,,2012,,154704
MN,1,H2MN01132,,R,10622,,,,,2012,,10622
MN,1,,,R,23162,,,,,2012,,23162
MN,1,,,,38859,,335880,,,2012,,374739
MN,,,,,,,,,,2012,,0
MN,2,H8MN06047,(I),R,15859,,193587,,W,2012,,209446
MN,2,H2MN02130,,R,2772,,,,,2012,,2772
MN,2,,,R,18631,,,,,2012,,18631
MN,2,H2MN02122,,DFL,11628,,164338,,,2012,,175966
MN,2,,,DFL,11628,,,,,2012,,11628
MN,2,,,,30259,,358446,,,2012,,388705
MN,,,,,,,,,,2012,,0
MN,3,H8MN03077,(I),R,18672,,222335,,W,2012,,241007
MN,3,H2MN03088,,R,2032,,,,,2012,,2032
MN,3,,,R,20704,,,,,2012,,20704
MN,3,H2MN03070,,DFL,11786,,159937,,,2012,,171723
MN,3,,,DFL,11786,,,,,2012,,11786
MN,3,,,,32490,,382705,,,2012,,415195
MN,,,,,,,,,,2012,,0
MN,4,H0MN04049,(I),DFL,27291,,216685,,W,2012,,243976
MN,4,H0MN04155,,DFL,3212,,,,,2012,,3212
MN,4,H2MN04136,,DFL,1913,,,,,2012,,1913
MN,4,,,DFL,32416,,,,,2012,,32416
MN,4,H2MN04110,,R,6876,,109659,,,2012,,116535
MN,4,H2MN04128,,R,3856,,,,,2012,,3856
MN,4,,,R,10732,,,,,2012,,10732
MN,4,H0MN04163,,IDP,545,,21135,,,2012,,21680
MN,4,,,IDP,545,,,,,2012,,545
MN,4,,,,43693,,347991,,,2012,,391684
MN,,,,,,,,,,2012,,0
MN,5,H6MN05183,(I),DFL,30609,,262102,,W,2012,,292711
MN,5,H6MN05316,,DFL,2143,,,,,2012,,2143
MN,5,H2MN05141,,DFL,1397,,,,,2012,,1397
MN,5,,,DFL,34149,,,,,2012,,34149
MN,5,H2MN05133,,R,5966,,88753,,,2012,,94719
MN,5,,,R,5966,,,,,2012,,5966
MN,5,,,,40115,,351969,,,2012,,392084
MN,,,,,,,,,,2012,,0
MN,6,H6MN06074,(I),R,14569,,179240,,W,2012,,193809
MN,6,H2MN06206,,R,2322,,,,,2012,,2322
MN,6,H8MN06070,,R,1242,,,,,2012,,1242
MN,6,,,R,18133,,,,,2012,,18133
MN,6,H2MN06198,,DFL,8600,,174944,,,2012,,183544
MN,6,,,DFL,8600,,,,,2012,,8600
MN,6,,,,26733,,355153,,,2012,,381886
MN,,,,,,,,,,2012,,0
MN,7,H2MN07014,(I),DFL,0,,197791,,W,2012,,197791
MN,7,H0MN07059,,R,0,,114151,,,2012,,114151
MN,7,H2MN07097,,IDP,0,,15298,,,2012,,15298
MN,7,,,,,,327576,,,2012,,327576
MN,,,,,,,,,,2012,,0
MN,8,H2MN08111,,DFL,20840,,191976,,W,2012,,212816
MN,8,H0MN06127,,DFL,17554,,,,,2012,,17554
MN,8,H2MN08103,,DFL,16035,,,,,2012,,16035
MN,8,,,DFL,54429,,,,,2012,,54429
MN,8,H0MN08115,(I),R,20471,,160520,,,2012,,180991
MN,8,,,R,20471,,,,,2012,,20471
MN,8,,,,74900,,353663,,,2012,,428563
MN,,,,,,,,,,2012,,0
MN,H,,,,287049,,2813383,,,2012,,3100432
MN,,,,,,,,,,2012,,0
MN,S,S6MN00267,(I),DFL,183766,,1854595,,W,2012,,2038361
MN,S,S6MN00101,,DFL,6837,,,,,2012,,6837
MN,S,S2MN00159,,DFL,6632,,,,,2012,,6632
MN,S,S6MN00366,,DFL,5155,,,,,2012,,5155
MN,S,,,DFL,202390,,,,,2012,,202390
MN,S,S2MN00266,,R,63383,,867974,,,2012,,931357
MN,S,S2MN00290,,R,43852,,,,,2012,,43852
MN,S,S2MN00308,,R,16759,,,,,2012,,16759
MN,S,,,R,123994,,,,,2012,,123994
MN,S,S6MN00382,,IDP,3066,,73539,,,2012,,76605
MN,S,S2MN00282,,IDP,2071,,,,,2012,,2071
MN,S,,,IDP,5137,,,,,2012,,5137
MN,S,S6MN00234,,GRT,,,30531,,,2012,,30531
MN,S,S6MN00408,,MOP,,,13986,,,2012,,13986
MN,S,,,,331521,,2843207,,,2012,,3174728
MS,,,,,,,,,,2012,,0
MS,1,H0MS01043,(I),R,43518,,186760,,W,2012,,230278
MS,1,H0MS01050,,R,22067,,,,,2012,,22067
MS,1,H2MS01080,,R,10394,,,,,2012,,10394
MS,1,,,R,75979,,,,,2012,,75979
MS,1,H2MS01098,,D,11120,,114076,,,2012,,125196
MS,1,,,D,11120,,,,,2012,,11120
MS,1,H2MS01114,,LIB,0,,3584,,,2012,,3584
MS,1,H8MS03026,,CON,0,,2390,,,2012,,2390
MS,1,H2MS01106,,REF,0,,2367,,,2012,,2367
MS,1,,,,87099,,309177,,,2012,,396276
MS,,,,,,,,,,2012,,0
MS,2,H4MS02068,(I),D,49083,,214978,,W,2012,,264061
MS,2,H2MS02120,,D,7040,,,,,2012,,7040
MS,2,,,D,56123,,,,,2012,,56123
MS,2,H0MS02066,,R,26041,,99160,,,2012,,125201
MS,2,,,R,26041,,,,,2012,,26041
MS,2,H2MS02138,,IND,,,4605,,,2012,,4605
MS,2,H2MS02146,,REF,0,,1501,,,2012,,1501
MS,2,,,,82164,,320244,,,2012,,402408
MS,,,,,,,,,,2012,,0
MS,3,H8MS03067,(I),R,78735,,234717,,W,2012,,313452
MS,3,H2MS03110,,R,7027,,,,,2012,,7027
MS,3,,,R,85762,,,,,2012,,85762
MS,3,H2MS03128,,REF,0,,58605,,,2012,,58605
MS,3,H2MS03102,,D,15291,,,,,2012,,15291
MS,3,,,D,15291,,,,,2012,,15291
MS,3,,,,101053,,293322,,,2012,,394375
MS,,,,,,,,,,2012,,0
MS,4,H0MS04120,(I),R,60897,,182998,,W,2012,,243895
MS,4,H2MS04175,,R,15391,,,,,2012,,15391
MS,4,H2MS04209,,R,6100,,,,,2012,,6100
MS,4,,,R,82388,,,,,2012,,82388
MS,4,H2MS04225,,D,,,82344,,,2012,,82344
MS,4,H2MS04183,,D,8988,,,,,2012,,8988
MS,4,H2MS04191,,D,1743,,,,,2012,,1743
MS,4,,,D,10731,,,,,2012,,10731
MS,4,H2MS04217,,LIB,0,,17982,,,2012,,17982
MS,4,H8MS05179,,REF,0,,2108,,,2012,,2108
MS,4,,,,93119,,285432,,,2012,,378551
MS,,,,,,,,,,2012,,0
MS,H,,,,363435,,1208175,,,2012,,1571610
MS,,,,,,,,,,2012,,0
MS,S,S8MS00196,(I),R,254936,,709626,,W,2012,,964562
MS,S,S2MS00116,,R,18857,,,,,2012,,18857
MS,S,S2MS00108,,R,12106,,,,,2012,,12106
MS,S,,,R,285899,,,,,2012,,285899
MS,S,S2MS00074,,D,49157,,503467,,,2012,,552624
MS,S,S2MS00090,,D,21131,,,,,2012,,21131
MS,S,S2MS00082,,D,16300,,,,,2012,,16300
MS,S,,,D,86588,,,,,2012,,86588
MS,S,S2MS00124,,CON,0,,15281,,,2012,,15281
MS,S,S4MS00062,,REF,0,,13194,,,2012,,13194
MS,S,,,,372487,,1241568,,,2012,,1614055
,,,,,,,,,,2012,,0
MO,,,,,,,,,,2012,,0
MO,1,H0MO01066,(I),D,57791,,267927,,W,2012,,325718
MO,1,H0MO00019,(I),D,30943,,,,,2012,,30943
MO,1,H0MO01124,,D,2570,,,,,2012,,2570
MO,1,,,D,91304,,,,,2012,,91304
MO,1,H0MO01132,,R,9737,,60832,,,2012,,70569
MO,1,H0MO01140,,R,7085,,,,,2012,,7085
MO,1,,,R,16822,,,,,2012,,16822
MO,1,H6MO01246,,LIB,246,,11824,,,2012,,12070
MO,1,,,LIB,246,,,,,2012,,246
MO,1,,,,108372,,340583,,,2012,,448955
MO,2,H2MO02102,,R,53583,,236971,,W,2012,,290554
MO,2,H2MO02110,,R,18644,,,,,2012,,18644
MO,2,H4MO05135,,R,6041,,,,,2012,,6041
MO,2,H0MO09143,,R,3185,,,,,2012,,3185
MO,2,,,R,81453,,,,,2012,,81453
MO,2,H2MO02128,,D,7894,,146272,,,2012,,154166
MO,2,H2MO02136,,D,7848,,,,,2012,,7848
MO,2,H6MO02285,,D,7541,,,,,2012,,7541
MO,2,H0MO01165,,D,4532,,,,,2012,,4532
MO,2,,,D,27815,,,,,2012,,27815
MO,2,H2MO02151,,LIB,404,,9193,,,2012,,9597
MO,2,,,LIB,404,,,,,2012,,404
MO,2,H2MO02144,,CON,75,,2012,,,2012,,2087
MO,2,,,CON,75,,,,,2012,,75
MO,2,,,,109747,,394448,,,2012,,504195
MO,,,,,,,,,,2012,,0
MO,3,H8MO09153,(I),R,79661,,214843,,W,2012,,294504
MO,3,,,R,79661,,,,,2012,,79661
MO,3,H2MO03134,,D,22478,,111189,,,2012,,133667
MO,3,,,D,22478,,,,,2012,,22478
MO,3,H0MO09150,,LIB,367,,12353,,,2012,,12720
MO,3,,,LIB,367,,,,,2012,,367
MO,3,,,,102506,,338385,,,2012,,440891
MO,,,,,,,,,,2012,,0
MO,4,H0MO04086,(I),R,71615,,192237,,W,2012,,263852
MO,4,H2MO04090,,R,13645,,,,,2012,,13645
MO,4,,,R,85260,,,,,2012,,85260
MO,4,H2MO04082,,D,24631,,113120,,,2012,,137751
MO,4,,,D,24631,,,,,2012,,24631
MO,4,H2MO04108,,LIB,232,,10407,,,2012,,10639
MO,4,H2MO04116,,LIB,168,,,,,2012,,168
MO,4,,,LIB,400,,,,,2012,,400
MO,4,H0MO04102,,CON,118,,2959,,,2012,,3077
MO,4,,,CON,118,,,,,2012,,118
MO,4,,,,110409,,318723,,,2012,,429132
MO,,,,,,,,,,2012,,0
MO,5,H4MO05234,(I),D,43712,,200290,,W,2012,,244002
MO,5,,,D,43712,,,,,2012,,43712
MO,5,H6MO05189,,R,24814,,122149,,,2012,,146963
MO,5,H2MO06186,,R,10734,,,,,2012,,10734
MO,5,H2MO05360,,R,5067,,,,,2012,,5067
MO,5,H0MO05158,,R,1542,,,,,2012,,1542
MO,5,,,R,42157,,,,,2012,,42157
MO,5,H6MO05197,,LIB,335,,8497,,,2012,,8832
MO,5,,,LIB,335,,,,,2012,,335
MO,5,,,,86204,,330942,,,2012,,417146
MO,,,,,,,,,,2012,,0
MO,6,H0MO06073,(I),R,59388,,216906,,W,2012,,276294
MO,6,H0MO06164,,R,9945,,,,,2012,,9945
MO,6,H2MO06210,,R,4598,,,,,2012,,4598
MO,6,,,R,73931,,,,,2012,,73931
MO,6,H0MO06172,,D,10242,,108503,,,2012,,118745
MO,6,H2MO06202,,D,8620,,,,,2012,,8620
MO,6,H2MO06194,,D,7483,,,,,2012,,7483
MO,6,H0MO06156,,D,5118,,,,,2012,,5118
MO,6,,,D,31463,,,,,2012,,31463
MO,6,H2MO06228,,LIB,252,,8279,,,2012,,8531
MO,6,,,LIB,252,,,,,2012,,252
MO,6,,,,105646,,333688,,,2012,,439334
MO,,,,,,,,,,2012,,0
MO,7,H0MO07113,(I),R,62917,,203565,,W,2012,,266482
MO,7,H0MO07147,,R,22860,,,,,2012,,22860
MO,7,H2MO07101,,R,19666,,,,,2012,,19666
MO,7,,,R,105443,,,,,2012,,105443
MO,7,H2MO07093,,D,14446,,98498,,,2012,,112944
MO,7,,,D,14446,,,,,2012,,14446
MO,7,H4MO07107,,LIB,303,,16668,,,2012,,16971
MO,7,,,LIB,303,,,,,2012,,303
MO,7,,,,120192,,318740,,,2012,,438932
MO,,,,,,,,,,2012,,0
MO,8,H6MO08084,(I),R,61975,,216083,,W,2012,,278058
MO,8,H0MO08244,,R,30429,,,,,2012,,30429
MO,8,,,R,92404,,,,,2012,,92404
MO,8,H2MO08075,,D,27839,,73755,,,2012,,101594
MO,8,,,D,27839,,,,,2012,,27839
MO,8,H0MO08277,,LIB,164,,10553,,,2012,,10717
MO,8,,,LIB,164,,,,,2012,,164
MO,8,,,,120407,,300391,,,2012,,420798
MO,,,,,,,,,,2012,,0
MO,H,,,,863483,,2675900,,,2012,,3539383
MO,,,,,,,,,,2012,,0
MO,S,S6MO00305,(I),D,289481,,1494125,,W,2012,,1783606
MO,S,,,D,289481,,,,,2012,,289481
MO,S,S2MO00429,,R,217468,,1066159,,,2012,,1283627
MO,S,S2MO00437,,R,180821,,,,,2012,,180821
MO,S,S2MO00403,,R,176189,,,,,2012,,176189
MO,S,S0MO00241,,R,9791,,,,,2012,,9791
MO,S,S0MO00266,,R,7412,,,,,2012,,7412
MO,S,S2MO00452,,R,6097,,,,,2012,,6097
MO,S,S0MO00209,,R,3200,,,,,2012,,3200
MO,S,S2MO00445,,R,2282,,,,,2012,,2282
MO,S,,,R,603260,,,,,2012,,603260
MO,S,S0MO00340,,LIB,2470,,165468,,,2012,,167938
MO,S,,,LIB,2470,,,,,2012,,2470
MO,S,,,,895211,,2725793,,,2012,,3621004
,,,,,,,,,,2012,,0
MT,,,,,,,,,,2012,,0
MT,0,H2MT01060,,R,82843,,255468,,W,2012,,338311
MT,0,H2MT00088,,R,21012,,,,,2012,,21012
MT,0,H2MT00104,,R,12420,,,,,2012,,12420
MT,0,,,R,116275,,,,,2012,,116275
MT,0,H2MT00047,,D,25077,,204939,,,2012,,230016
MT,0,H2MT00021,,D,14836,,,,,2012,,14836
MT,0,H2MT00070,,D,12618,,,,,2012,,12618
MT,0,H2MT00054,,D,11366,,,,,2012,,11366
MT,0,H0MT00074,,D,9382,,,,,2012,,9382
MT,0,H2MT01078,,D,4959,,,,,2012,,4959
MT,0,H2MT00062,,D,2586,,,,,2012,,2586
MT,0,,,D,80824,,,,,2012,,80824
MT,0,H2MT00096,,LIB,,,19333,,,2012,,19333
MT,0,,,,197099,,479740,,,2012,,676839
MT,,,,,,,,,,2012,,0
MT,H,,,,197099,,479740,,,2012,,676839
MT,,,,,,,,,,2012,,0
MT,S,S6MT00162,(I),D,88720,,236123,,W,2012,,324843
MT,S,,,D,88720,,,,,2012,,88720
MT,S,S6MT00097,,R,105632,,218051,,,2012,,323683
MT,S,S2MT00104,,R,33079,,,,,2012,,33079
MT,S,,,R,138711,,,,,2012,,138711
MT,S,S2MT00112,,LIB,,,31892,,,2012,,31892
MT,S,,,,227431,,486066,,,2012,,713497
,,,,,,,,,,2012,,0
NE,,,,,,,,,,2012,,0
NE,1,H4NE01064,(I),R,53886,,174889,,W,2012,,228775
NE,1,H0NE01070,,R,4840,,,,,2012,,4840
NE,1,H0NE0E191,,R,3290,,,,,2012,,3290
NE,1,,,R,62016,,,,,2012,,62016
NE,1,H4NE01064,(I),N,1772,,,,,2012,,1772
NE,1,H0NE01070,,N,415,,,,,2012,,415
NE,1,H0NE0E191,,N,221,,,,,2012,,221
NE,1,,,N,2408,,,,,2012,,2408
NE,1,H2NE01076,,D,14332,,81206,,,2012,,95538
NE,1,H2NE01084,,D,8428,,,,,2012,,8428
NE,1,,,D,22760,,,,,2012,,22760
NE,1,H2NE01076,,N(D),472,,,,,2012,,472
NE,1,H2NE01084,,N(D),300,,,,,2012,,300
NE,1,,,N(D),772,,,,,2012,,772
NE,1,,,,87956,,256095,,,2012,,344051
NE,,,,,,,,,,2012,,0
NE,2,H8NE02129,(I),R,27414,,133964,,W,2012,,161378
NE,2,H2NE02041,,R,10415,,,,,2012,,10415
NE,2,H2NE02066,,R,5021,,,,,2012,,5021
NE,2,H2NE02082,,R,1803,,,,,2012,,1803
NE,2,H2NE02090,,R,1004,,,,,2012,,1004
NE,2,,,R,45657,,,,,2012,,45657
NE,2,H8NE02129,(I),N,584,,,,,2012,,584
NE,2,H2NE02066,,N,385,,,,,2012,,385
NE,2,H2NE02041,,N,338,,,,,2012,,338
NE,2,H2NE02082,,N,82,,,,,2012,,82
NE,2,H2NE02090,,N,47,,,,,2012,,47
NE,2,,,N,1436,,,,,2012,,1436
NE,2,H2NE02058,,D,17686,,129767,,,2012,,147453
NE,2,H2NE02074,,D,10793,,,,,2012,,10793
NE,2,,,D,28479,,,,,2012,,28479
NE,2,H2NE02058,,N(D),268,,,,,2012,,268
NE,2,H2NE02074,,N(D),216,,,,,2012,,216
NE,2,,,N(D),484,,,,,2012,,484
NE,2,,,,76056,,263731,,,2012,,339787
NE,,,,,,,,,,2012,,0
NE,3,H6NE03115,(I),R,62176,,187423,,W,2012,,249599
NE,3,H2NE03049,,R,14089,,,,,2012,,14089
NE,3,,,R,76265,,,,,2012,,76265
NE,3,H6NE03115,(I),N,469,,,,,2012,,469
NE,3,H2NE03049,,N,208,,,,,2012,,208
NE,3,,,N,677,,,,,2012,,677
NE,3,H2NE03023,,D,17354,,65266,,,2012,,82620
NE,3,,,D,17354,,,,,2012,,17354
NE,3,H2NE03023,,N(D),146,,,,,2012,,146
NE,3,,,N(D),146,,,,,2012,,146
NE,3,,,,94442,,252689,,,2012,,347131
NE,,,,,,,,,,2012,,0
NE,H,,,,258454,,772515,,,2012,,1030969
NE,,,,,,,,,,2012,,0
NE,S,S2NE00094,,R,77594,,455593,,W,2012,,533187
NE,S,S8NE00091,,R,68796,,,,,2012,,68796
NE,S,S6NE00079,,R,35984,,,,,2012,,35984
NE,S,S8NE00109,,R,5251,,,,,2012,,5251
NE,S,S2NE00144,,R,1526,,,,,2012,,1526
NE,S,S2NE00128,,R,1236,,,,,2012,,1236
NE,S,,,R,190387,,,,,2012,,190387
NE,S,S2NE00094,,N,2347,,,,,2012,,2347
NE,S,S8NE00091,,N,1271,,,,,2012,,1271
NE,S,S6NE00079,,N,743,,,,,2012,,743
NE,S,S8NE00109,,N,162,,,,,2012,,162
NE,S,S2NE00144,,N,75,,,,,2012,,75
NE,S,S2NE00128,,N,58,,,,,2012,,58
